33:48.8,5,16.8,72,23.000491,32000,1
33:49.0,5.393258427,16.9,73,23.000491,32000,1
33:50.0,5.786516854,16.9,73,23.000491,32000,1
33:51.0,6.179775281,16.9,73,23.000491,32000,1
33:52.0,6.573033708,17,72,23.000491,32000,1
33:53.0,6.966292135,16.9,72,23.000491,32000,1
33:54.0,7.359550562,16.9,72,23.000491,32000,1
33:55.0,7.752808989,16.8,73,23.000491,32000,1
33:56.0,8.146067416,16.9,73,23.000491,32000,1
33:57.0,8.539325843,16.9,74,23.000491,32000,1
33:58.0,8.93258427,16.9,74,23.000491,32000,1
33:59.0,9.325842697,16.9,74,23.000491,32000,1
34:00.0,9.719101124,16.8,74,23.000491,32000,1
34:01.0,10.11235955,16.7,73,23.000491,32000,1
34:02.0,10.50561798,16.7,74,23.000491,32000,0
34:03.0,10.8988764,16.7,75,23.00049,32000,0
34:04.0,11.29213483,16.6,75,23.00049,32000,0
34:05.0,11.68539326,16.6,75,23.00049,32000,0
34:06.0,12.07865169,16.7,74,23.00049,32000,0
34:07.0,12.47191011,16.7,73,23.00049,32000,0
34:08.0,12.86516854,16.7,74,23.00049,32000,0
34:09.0,13.25842697,16.8,74,23.00049,32000,0
34:10.0,13.65168539,16.8,73,23.00049,32000,0
34:11.0,14.04494382,16.9,73,23.00049,32000,0
34:12.0,14.43820225,16.9,73,23.00049,32000,0
34:13.0,14.83146067,16.9,74,23.00049,32000,0
34:14.0,15.2247191,16.8,75,23.00049,32000,0
34:15.0,15.61797753,16.2,84,23.000489,32000,0
34:16.0,16.01123596,15.6,88,23.000489,32000,0
34:17.0,16.40449438,15.5,90,23.000489,32000,0
34:18.0,16.79775281,15,92,23.000489,32000,0
34:19.0,17.19101124,14.8,93,23.000489,32000,0
34:20.0,17.58426966,14.7,93,23.000489,32000,0
34:21.0,17.97752809,14.5,94,23.000489,32000,0
34:22.0,18.37078652,14.5,94,23.000489,32000,0
34:23.0,18.76404494,14.7,94,23.000489,32000,0
34:24.0,19.15730337,14.8,95,23.000489,32000,0
34:25.0,19.5505618,14.8,95,23.000488,32000,0
34:26.0,19.94382022,15,92,23.000488,32000,0
34:27.0,20.33707865,15.3,89,23.000488,32000,0
34:28.0,20.73033708,15.7,87,23.000488,32000,0
34:29.0,21.12359551,15.9,85,23.000488,32000,0
34:30.0,21.51685393,16.1,83,23.000488,32000,0
34:31.0,21.91011236,16.2,83,23.000488,32000,0
34:32.0,22.30337079,16.2,85,23.000488,32000,0
34:33.0,22.69662921,16.1,87,23.000488,32000,0
34:34.0,23.08988764,16,87,23.000488,32000,0
34:35.0,23.48314607,16,86,23.000487,32000,0
34:36.0,23.87640449,16.1,86,23.000487,32000,0
34:37.0,24.26966292,16,87,23.000487,32000,0
34:38.0,24.66292135,16,88,23.000487,32000,0
34:39.0,25.05617978,15.9,87,23.000487,32000,0
34:40.0,25.4494382,15.8,85,23.000487,32000,0
34:41.0,25.84269663,15.9,84,23.000487,32000,0
34:42.0,26.23595506,15.9,84,23.000487,32000,0
34:43.0,26.62921348,16,84,23.000486,32000,0
34:44.0,27.02247191,16.1,83,23.000486,32000,0
34:45.0,27.41573034,16.1,81,23.000486,32000,0
34:46.0,27.80898876,16.3,81,23.000486,32000,0
34:47.0,28.20224719,16.3,81,23.000486,32000,0
34:48.0,28.59550562,16.4,82,23.000486,32000,0
34:49.0,28.98876404,16.4,82,23.000486,32000,0
34:50.0,29.38202247,16.4,81,23.000486,32000,0
34:51.0,29.7752809,16.4,81,23.000485,32000,0
34:52.0,30.16853933,16.4,79,23.000485,32000,0
34:53.0,30.56179775,16.4,78,23.000485,32000,0
34:54.0,30.95505618,16.4,78,23.000485,32000,0
34:55.0,31.34831461,16.3,79,23.000485,32000,0
34:56.0,31.74157303,16.4,78,23.000485,32000,0
34:57.0,32.13483146,16.5,78,23.000485,32000,0
34:58.0,32.52808989,16.5,78,23.000484,32000,0
34:59.0,32.92134831,16.6,80,23.000484,32000,0
35:00.0,33.31460674,16.3,83,23.000484,32000,0
35:01.0,33.70786517,15.9,88,23.000484,32000,0
35:02.0,34.1011236,15.6,90,23.000484,32000,0
35:03.0,34.49438202,15.6,89,23.000484,32000,0
35:04.0,34.88764045,15.7,88,23.000483,32000,0
35:05.0,35.28089888,15.8,86,23.000483,32000,0
35:06.0,35.6741573,15.9,84,23.000483,32000,0
35:07.0,36.06741573,16.2,83,23.000483,32000,0
35:08.0,36.46067416,16.4,82,23.000483,32000,0
35:09.0,36.85393258,16.5,81,23.000483,32000,0
35:10.0,37.24719101,16.6,79,23.000483,32000,0
35:11.0,37.64044944,16.7,79,23.000482,32000,0
35:12.0,38.03370787,16.9,79,23.000482,32000,0
35:13.0,38.42696629,17,79,23.000482,32000,0
35:14.0,38.82022472,17.3,79,23.000482,32000,0
35:15.0,39.21348315,17.3,77,23.000482,32000,0
35:16.0,39.60674157,17.4,77,23.000481,32000,0
35:17.0,40,17.3,76,23.000481,32000,0
35:18.0,40.39325843,17.2,75,23.000481,32000,0
35:19.0,40.78651685,17.2,75,23.000481,32000,0
35:20.0,41.17977528,17.2,77,23.000481,32000,0
35:21.0,41.57303371,17.1,78,23.000481,32000,0
35:22.0,41.96629213,17.1,78,23.00048,32000,0
35:23.0,42.35955056,17.1,78,23.00048,32000,0
35:24.0,42.75280899,17.3,77,23.00048,32000,0
35:25.0,43.14606742,17.5,76,23.00048,32000,0
35:26.0,43.53932584,17.7,75,23.00048,32000,0
35:27.0,43.93258427,17.7,75,23.000479,32000,0
35:28.0,44.3258427,17.7,75,23.000479,32000,0
35:29.0,44.71910112,17.7,76,23.000479,32000,0
35:30.0,45.11235955,17.9,74,23.000479,32000,0
35:31.0,45.50561798,17.7,73,23.000479,32000,0
35:32.0,45.8988764,17.6,73,23.000478,32000,0
35:33.0,46.29213483,17.7,74,23.000478,32000,0
35:34.0,46.68539326,18.1,73,23.000478,32000,0
35:35.0,47.07865169,18.4,72,23.000478,32000,0
35:36.0,47.47191011,18.3,72,23.000478,32000,0
35:37.0,47.86516854,18.2,72,23.000477,32000,0
35:38.0,48.25842697,18.6,72,23.000477,32000,0
35:39.0,48.65168539,18.5,70,23.000477,32000,0
35:40.0,49.04494382,18,72,23.000477,32000,0
35:41.0,49.43820225,17.5,68,23.000476,32000,0
35:42.0,49.83146067,17.5,69,23.000476,32000,0
35:43.0,50.2247191,17.7,71,23.000476,32000,0
35:44.0,50.61797753,18.3,70,23.000476,32000,0
35:45.0,51.01123596,18.4,70,23.000476,32000,0
35:46.0,51.40449438,17.3,74,23.000475,32000,0
35:47.0,51.79775281,15.6,82,23.000475,32000,0
35:48.0,52.19101124,14.9,85,23.000475,32000,0
35:49.0,52.58426966,15,87,23.000475,32000,0
35:50.0,52.97752809,15.2,86,23.000474,32000,0
35:51.0,53.37078652,15.7,84,23.000474,32000,0
35:52.0,53.76404494,16.2,83,23.000474,32000,0
35:53.0,54.15730337,16.8,83,23.000474,32000,0
35:54.0,54.5505618,17.1,83,23.000473,32000,0
35:55.0,54.94382022,16.7,81,23.000473,32000,0
35:56.0,55.33707865,16.7,82,23.000473,32000,0
35:57.0,55.73033708,17.3,81,23.000473,32000,0
35:58.0,56.12359551,17.2,81,23.000472,32000,0
35:59.0,56.51685393,17.3,80,23.000472,32000,0
36:00.0,56.91011236,17.8,78,23.000472,32000,0
36:01.0,57.30337079,17.8,75,23.000472,32000,0
36:02.0,57.69662921,18.3,73,23.000471,32000,0
36:03.0,58.08988764,18.7,73,23.000471,32000,0
36:04.0,58.48314607,18.7,73,23.000471,32000,0
36:05.0,58.87640449,18.4,74,23.00047,32000,0
36:06.0,59.26966292,18.1,75,23.00047,32000,0
36:07.0,59.66292135,18,75,23.00047,32000,0
36:08.0,60.05617978,18,74,23.00047,32000,0
36:09.0,60.4494382,17.8,75,23.000469,32000,0
36:10.0,60.84269663,17.7,76,23.000469,32000,0
36:11.0,61.23595506,17.6,77,23.000469,32000,0
36:12.0,61.62921348,18,76,23.000468,32000,0
36:13.0,62.02247191,18.1,76,23.000468,32000,0
36:14.0,62.41573034,18,79,23.000468,32000,0
36:15.0,62.80898876,17.9,78,23.000467,32000,0
36:16.0,63.20224719,18.2,74,23.000467,32000,0
36:17.0,63.59550562,18.3,71,23.000467,32000,0
36:18.0,63.98876404,18.5,69,23.000467,32000,0
36:19.0,64.38202247,18.6,69,23.000466,32000,0
36:20.0,64.7752809,18.4,71,23.000466,32000,0
36:21.0,65.16853933,18.5,70,23.000466,32000,0
36:22.0,65.56179775,18.6,67,23.000465,32000,0
36:23.0,65.95505618,19,67,23.000465,32000,0
36:24.0,66.34831461,18.5,68,23.000465,32000,0
36:25.0,66.74157303,18.3,69,23.000464,32000,0
36:26.0,67.13483146,18.7,70,23.000464,32000,0
36:27.0,67.52808989,18.6,68,23.000463,32000,0
36:28.0,67.92134831,18.5,67,23.000463,32000,0
36:29.0,68.31460674,18.6,67,23.000463,32000,0
36:30.0,68.70786517,18.5,68,23.000462,32000,0
36:31.0,69.1011236,18.3,69,23.000462,32000,0
36:32.0,69.49438202,18.4,70,23.000462,32000,0
36:33.0,69.88764045,18.3,72,23.000461,32000,0
36:34.0,70.28089888,18.2,73,23.000461,32000,0
36:35.0,70.6741573,18.6,71,23.000461,32000,0
36:36.0,71.06741573,18.5,70,23.00046,32000,0
36:37.0,71.46067416,18.2,71,23.00046,32000,0
36:38.0,71.85393258,18.3,72,23.000459,32000,0
36:39.0,72.24719101,18.3,71,23.000459,32000,0
36:40.0,72.64044944,18.2,72,23.000459,32000,0
36:41.0,73.03370787,18.4,72,23.000458,32000,0
36:42.0,73.42696629,18,73,23.000458,32000,0
36:43.0,73.82022472,17.9,74,23.000457,32000,0
36:44.0,74.21348315,18,74,23.000457,32000,0
36:45.0,74.60674157,17.8,72,23.000457,32000,0
36:46.0,75,17.7,69,23.000456,32000,0
36:47.0,75.39325843,18,65,23.000456,32000,0
36:48.0,75.78651685,18.3,65,23.000455,32000,0
36:49.0,76.17977528,18.5,69,23.000455,32000,0
36:50.0,76.57303371,18,72,23.000455,32000,0
36:51.0,76.96629213,17.5,76,23.000454,32000,0
36:52.0,77.35955056,17.5,77,23.000454,32000,0
36:53.0,77.75280899,17.6,77,23.000453,32000,0
36:54.0,78.14606742,17.5,78,23.000453,32000,0
36:55.0,78.53932584,17.6,79,23.000452,32000,0
36:56.0,78.93258427,17.6,79,23.000452,32000,0
36:57.0,79.3258427,17.6,79,23.000451,32000,0
36:58.0,79.71910112,17.8,78,23.000451,32000,0
36:59.0,80.11235955,17.5,79,23.000451,32000,0
37:00.0,80.50561798,17.6,79,23.00045,32000,0
37:01.0,80.8988764,17.5,79,23.00045,32000,0
37:02.0,81.29213483,17.5,80,23.000449,32000,0
37:03.0,81.68539326,17.5,81,23.000449,32000,0
37:04.0,82.07865169,17.5,81,23.000448,32000,0
37:05.0,82.47191011,17.5,80,23.000448,32000,0
37:06.0,82.86516854,17.5,80,23.000447,32000,0
37:07.0,83.25842697,17.4,80,23.000447,32000,0
37:08.0,83.65168539,17.4,80,23.000446,32000,0
37:09.0,84.04494382,17.3,80,23.000446,32000,0
37:10.0,84.43820225,17.3,80,23.000445,32000,0
37:11.0,84.83146067,17.2,80,23.000445,32000,0
37:12.0,85.2247191,17.3,79,23.000444,32000,0
37:13.0,85.61797753,17.4,76,23.000444,32000,0
37:14.0,86.01123596,17.4,73,23.000443,32000,0
37:15.0,86.40449438,17.5,72,23.000442,32000,0
37:16.0,86.79775281,17.6,73,23.000442,32000,0
37:17.0,87.19101124,17.6,73,23.000441,32000,0
37:18.0,87.58426966,17.6,76,23.000441,32000,0
37:19.0,87.97752809,17.6,80,23.00044,32000,0
37:20.0,88.37078652,17,81,23.00044,32000,0
37:21.0,88.76404494,16.9,82,23.000439,32000,0
37:22.0,89.15730337,16.8,82,23.000439,32000,0
37:23.0,89.5505618,16.7,81,23.000438,32000,0
37:24.0,89.94382022,16.6,78,23.000437,32000,0
37:25.0,90.33707865,16.7,77,23.000437,32000,0
37:26.0,90.73033708,16.6,76,23.000436,32000,0
37:27.0,91.12359551,16.6,74,23.000436,32000,0
37:28.0,91.51685393,16.6,74,23.000435,32000,0
37:29.0,91.91011236,16.6,76,23.000434,32000,0
